Title,Type,Year,Rating,Votes,Genre
Instynkt,tv,2011,4.7,180.0,Crime
The 100,tv,2014,7.5,292377.0,Action
Brooklyn Nine-Nine,tv,2013,8.4,395857.0,Comedy
The Fall,tv,2013,8.1,126638.0,Crime
The Inheritance,tv,2023,6.0,1466.0,Drama
My Love: Six Stories of True Love,tv,2021,7.4,354.0,Documentary
Below Deck,tv,2013,7.5,5601.0,Reality-TV
Murder in the North,tv,2012,5.7,169.0,Comedy
The Voice Thailand,tv,2012,5.7,7.0,Music
Secrets & Lies,tv,2014,7.5,2584.0,Drama
Black Butler,tv,2008,7.6,10418.0,Action
Chosen,tv,2022,4.7,1759.0,Drama
Rita,tv,2012,8.1,10592.0,Comedy
Der Tatortreiniger,tv,2011,8.5,8466.0,Comedy
Justin Time,tv,2011,6.7,277.0,Adventure
Teenage Mutant Ninja Turtles,tv,2012,7.9,16614.0,Action
Mia and Me,tv,2012,6.7,1156.0,Adventure
Al Kabeer,tv,2010,8.5,4571.0,Comedy
Halo,tv,2022,7.3,104806.0,Action
Woman,tv,2013,7.8,381.0,Drama
Hormones,tv,2013,8.0,869.0,Comedy
Hubert ohne Staller,tv,2011,7.7,1010.0,Comedy
The Flying Publicist,tv,2013,6.9,299.0,Drama
Love,tv,2016,7.6,47511.0,Comedy
I Hear Your Voice,tv,2013,8.0,5183.0,Comedy
Power,tv,2014,8.1,56052.0,Crime
Nowhere Boys,tv,2013,7.0,2711.0,Adventure
Mashiny skazki,tv,2011,5.7,118.0,Animation
The Solitary Gourmet,tv,2012,8.0,564.0,Drama
Gogglebox,tv,2013,7.4,3159.0,Documentary
Orphan Black,tv,2013,8.3,120589.0,Drama
Fist of the North Star,tv,1984,8.2,3906.0,Action
Kochira Katsushika-ku Kameari Koen Mae Hashutsujo,tv,1996,8.1,641.0,Animation
Nana,tv,2006,8.5,7528.0,Animation
Outlander,tv,2014,8.3,191225.0,Adventure
Two Fathers,tv,2013,7.9,95.0,Drama
Khawatir,tv,2005,9.1,4496.0,Documentary
Gintama,tv,2005,8.7,18480.0,Action
Les Aventures de Petit Ours brun,tv,2003,4.4,71.0,Animation
Battleground,tv,2012,7.6,357.0,Comedy
Om Nom Stories,tv,2011,5.9,161.0,Action
PAW Patrol,tv,2013,6.1,7413.0,Adventure
The Master's Sun,tv,2013,8.0,6042.0,Comedy
Good Doctor,tv,2013,7.9,2494.0,Drama
Jack Irish,tv,2016,7.7,3716.0,Crime
The Madness,tv,2024,6.4,18088.0,Crime
Adoration,tv,2024,5.7,931.0,Crime
Talentless TAKANO,tv,2024,6.7,124.0,Comedy
Love in the Big City,tv,2024,8.8,1984.0,Comedy
ATRI: My Dear Moments,tv,2024,6.5,272.0,Animation
The Helicopter Heist,tv,2024,7.4,5584.0,Action
Dandadan,tv,2024,8.4,34373.0,Action
Uzumaki,tv,2024,6.5,7504.0,Animation
Life in Colour,tv,2021,8.2,4281.0,Documentary
Goddess of Marriage,tv,2013,7.8,44.0,Comedy
Kill Me Love Me,tv,2024,7.4,528.0,Drama
BoJack Horseman,tv,2014,8.8,211845.0,Animation
Babylon,tv,2014,7.1,2421.0,Comedy
Lavender Fields,tv,2024,6.7,61.0,Action
The Walking Dead: Daryl Dixon,tv,2023,7.5,33135.0,Drama
Ranma ½,tv,2024,7.9,3046.0,Action
Supergirl,tv,2015,6.2,132397.0,Action
Tower of God,tv,2020,7.5,10083.0,Action
Dragon Ball Daima,tv,2024,7.9,17128.0,Action
Lockwood & Co.,tv,2023,7.4,28733.0,Action
Wednesday,tv,2022,8.0,421076.0,Comedy
MF Ghost,tv,2023,7.3,636.0,Action
Sailor Moon Crystal,tv,2014,7.8,2723.0,Action
Food Wars: Shokugeki no Soma,tv,2015,8.0,13907.0,Animation
The Dangers in My Heart,tv,2023,8.0,4850.0,Animation
Haikyu!!,tv,2014,8.7,45517.0,Animation
2.5 Dimensional Seduction,tv,2024,6.7,567.0,Animation
Great Pretender,tv,2020,7.8,7541.0,Adventure
Tomb Raider: The Legend of Lara Croft,tv,2024,5.5,7297.0,Action
Rise of the Raven,tv,2024,7.6,4754.0,Drama
Wonderful Precure!,tv,2024,7.4,93.0,Action
Mr. Plankton,tv,2024,8.1,6154.0,Comedy
Assasination Classroom,tv,2013,7.9,24406.0,Action
Shangri-La Frontier,tv,2023,7.5,5205.0,Action
You Are Ms. Servant,tv,2024,5.8,1295.0,Animation
"As a Reincarnated Aristocrat, I'll Use My Appraisal Skill to Rise in the World",tv,2024,6.7,1071.0,Adventure
Fairy Tail: 100 Years Quest,tv,2024,7.5,1485.0,Action
Puniru is a Kawaii Slime,tv,2024,6.2,76.0,Animation
Karakai Jouzu no Takagi-san,tv,2018,7.7,3311.0,Animation
Copenhagen Cowboy,tv,2022,6.7,6474.0,Crime
Jentry Chau vs. The Underworld,tv,2024,7.9,1722.0,Action
Scissor Seven,tv,2018,8.4,5347.0,Action
That Time I Got Reincarnated as a Slime,tv,2018,8.1,19961.0,Action
My Heroic Husband,tv,2023,7.2,28.0,Animation
The Irregular at Magic High School,tv,2014,7.0,4573.0,Action
No Longer Allowed in Another World,tv,2024,6.7,1432.0,Adventure
Blue Lock,tv,2022,8.1,25846.0,Animation
"The Most Notorious ""Talker"" Runs the World's Greatest Clan",tv,2024,7.3,876.0,Action
The End of the F***ing World,tv,2017,8.0,236144.0,Adventure
Mighty MonsterWheelies,tv,2024,6.9,77.0,Action
The Imperial Coroner,tv,2021,7.7,237.0,Drama
The Diplomat,tv,2023,8.0,80858.0,Drama
Arifureta: From Commonplace to World's Strongest,tv,2019,7.0,5445.0,Action
Black Pean,tv,2018,6.9,239.0,Drama
Such a Close Traitor,tv,2024,7.7,855.0,Action
Bad Education,tv,2012,7.3,14536.0,Comedy
Upper Middle Bogan,tv,2013,7.8,3389.0,Comedy
A Virtuous Business,tv,2024,7.3,1229.0,Comedy
Ragnarok,tv,2020,7.3,52060.0,Action
Ancient Apocalypse,tv,2022,7.2,11961.0,Documentary
Culinary Class Wars,tv,2024,8.5,3360.0,Game-Show
The Apothecary Diaries,tv,2023,8.5,14797.0,Animation
Beauty and Mr. Romantic,tv,2024,5.8,150.0,Drama
Red Cat Ramen,tv,2024,7.1,116.0,Animation
I Am a Killer,tv,2018,7.3,5434.0,Crime
The Equalizer,tv,2021,5.6,19684.0,Action
Love Next Door,tv,2024,7.7,7824.0,Comedy
S.W.A.T.,tv,2017,7.2,38427.0,Action
Million Dollar Decorators,tv,2011,6.5,193.0,Reality-TV
The 8 Show,tv,2024,7.2,17666.0,Comedy
My Hero Academia,tv,2016,8.2,93086.0,Action
Frankly Speaking,tv,2024,6.5,800.0,Comedy
Neumatt,tv,2021,6.9,1311.0,Drama
"Love, Death & Robots",tv,2019,8.4,218781.0,Action
Inside West Coast Customs,tv,2011,6.8,255.0,Reality-TV
Chiquititas,tv,2013,5.5,369.0,Drama
No Good Deed,tv,2024,7.0,17310.0,Comedy
Hellbound,tv,2021,6.6,31888.0,Crime
The Chosen,tv,2017,9.1,58882.0,Drama
The Real Housewives of Salt Lake City,tv,2020,6.7,1676.0,Reality-TV
The Mess You Leave Behind,tv,2020,6.8,11469.0,Crime
Boruto: Naruto Next Generations,tv,2017,6.3,32161.0,Action
Knowing Bros,tv,2015,8.1,601.0,Comedy
The Cage,tv,2024,6.5,2581.0,Biography
Comedy Revenge,tv,2024,6.4,35.0,Comedy
Son of a Critch,tv,2022,7.3,1496.0,Comedy
"Don't Toy with Me, Miss Nagatoro",tv,2021,7.1,5625.0,Animation
Busted!,tv,2018,7.7,1361.0,Comedy
The Girl I Like Forgot Her Glasses,tv,2023,6.7,1019.0,Animation
Nina the Starry Bride,tv,2024,6.1,955.0,Animation
Missing: The Other Side,tv,2020,8.0,1534.0,Drama
Evil,tv,2019,7.8,48664.0,Crime
Natsume's Book of Friends,tv,2008,8.1,2935.0,Animation
Seirei Gensouki: Spirit Chronicles,tv,2021,7.2,2830.0,Action
One Hundred Years of Solitude,tv,2024,8.3,16645.0,Drama
A Terrified Teacher at Ghoul School!,tv,2024,6.2,206.0,Animation
TASUKETSU -Fate of the Majority-,tv,2024,5.1,108.0,Action
Blue Box,tv,2024,7.9,4562.0,Animation
Plus-Sized Elf,tv,2024,5.1,221.0,Animation
The Rise of Ning,tv,2024,7.4,109.0,Drama
Kakegurui,tv,2017,7.1,15345.0,Animation
The Future Diary,tv,2021,7.2,200.0,Reality-TV
Young Sheldon,tv,2017,7.7,134439.0,Comedy
Single's Inferno,tv,2021,7.2,3897.0,Reality-TV
Misaeng,tv,2014,8.5,3030.0,Drama
Taxi Driver,tv,2021,8.1,7684.0,Action
The Innocent,tv,2021,7.8,41082.0,Crime
Alchemy of Souls,tv,2022,8.7,23608.0,Action
In Another World with My Smartphone,tv,2017,6.5,3586.0,Adventure
Light of My Lion,tv,2024,8.1,443.0,Drama
The Uncanny Counter,tv,2020,8.0,13566.0,Action
I Am Not Okay with This,tv,2020,7.5,79087.0,Comedy
Fate: The Winx Saga,tv,2021,6.8,61934.0,Action
Spirit Riding Free,tv,2017,6.5,1273.0,Action
Man vs. Bee,tv,2022,6.7,35968.0,Comedy
Snowpiercer,tv,2020,6.9,71167.0,Action
Pluto,tv,2023,8.1,17464.0,Action
Widows' War,tv,2024,7.3,84.0,Action
Emily in Paris,tv,2020,6.8,132586.0,Comedy
Cells at Work!,tv,2018,7.5,3302.0,Action
Manifest,tv,2018,7.0,98638.0,Drama
The Seven Deadly Sins: Four Knights of the Apocalypse,tv,2023,7.1,1343.0,Action
Yakuza Fiancé: Raise wa Tanin ga Ii,tv,2024,6.9,986.0,Animation
Sex/Life,tv,2021,5.6,33042.0,Comedy
Rise of Empires: Ottoman,tv,2020,8.0,44174.0,Documentary
Chucky,tv,2021,7.2,30794.0,Comedy
Black Doves,tv,2024,7.2,64021.0,Action
The Mothers of Penguins,tv,2024,7.4,810.0,Drama
Peaky Blinders,tv,2013,8.7,715940.0,Crime
The Legend of Nang Nak,tv,2024,9.0,8.0,History
The Andy Warhol Diaries,tv,2022,7.7,2911.0,Biography
The Believers,tv,2024,7.6,836.0,Crime
Wolfblood,tv,2012,7.4,4286.0,Family
The Thundermans,tv,2013,6.0,8314.0,Action
The Tailor,tv,2023,6.2,6819.0,Drama
Quality Assurance in Another World,tv,2024,6.1,330.0,Adventure
Tales of the Teenage Mutant Ninja Turtles,tv,2024,6.9,1206.0,Action
The Sandman,tv,2022,7.7,185777.0,Drama
The Double,tv,2024,8.2,1424.0,Comedy
The Elusive Samurai,tv,2024,7.3,1565.0,Adventure
Sword Art Online Alternative: Gun Gale Online,tv,2018,6.8,3100.0,Action
Oshi No Ko,tv,2023,8.3,12613.0,Animation
Medaka Kuroiwa Is Impervious to My Charms,tv,2025,6.5,740.0,Animation
Headhunted to Another World: From Salaryman to Big Four!,tv,2025,6.2,503.0,Adventure
Ron Kamonohashi's Forbidden Deductions,tv,2023,7.2,935.0,Animation
The Night Agent,tv,2023,7.4,142421.0,Action
Loner Life in Another World,tv,2024,6.3,716.0,Action
Orb: On the Movements of the Earth,tv,2024,8.4,4070.0,Animation
Alya Sometimes Hides Her Feelings in Russian,tv,2024,7.2,4703.0,Animation
Surviving Summer,tv,2022,6.6,5032.0,Drama
ZENSHU,tv,2024,6.8,1502.0,Action
Dahlia in Bloom: Crafting a Fresh Start with Magical Tools,tv,2024,6.0,235.0,Animation
Failure Frame: I Became the Strongest and Annihilated Everything with Low-Level Spells,tv,2024,6.7,1641.0,Action
Delico's Nursery,tv,2024,6.2,170.0,Animation
Twilight Out of Focus,tv,2024,6.9,396.0,Animation
Makeine: Too Many Losing Heroines!,tv,2024,7.4,2565.0,Animation
Shoshimin: How to Become Ordinary,tv,2024,6.9,491.0,Animation
Days with My Stepsister,tv,2024,7.1,1338.0,Animation
Monster High,tv,2022,6.3,663.0,Animation
Is It Wrong to Try to Pick Up Girls in a Dungeon?,tv,2015,7.4,12475.0,Action
A Time Called You,tv,2023,7.9,5712.0,Drama
Ghosts,tv,2021,7.9,42175.0,Comedy
Shi Xiao,tv,2024,7.6,134.0,Drama
ID-0,tv,2017,6.0,385.0,Action
Banana Fish,tv,2018,8.1,10368.0,Action
In Between,tv,2024,7.4,29.0,Drama
The World's Most Amazing Vacation Rentals,tv,2021,6.8,1686.0,Reality-TV
Deceitful Love,tv,2024,5.7,2805.0,Drama
"I May Be a Guild Receptionist, but I'll Solo Any Boss to Clock Out on Time",tv,2024,6.3,609.0,Action
America's Sweethearts: Dallas Cowboys Cheerleaders,tv,2024,7.0,2575.0,Documentary
Pokémon Horizons: The Series,tv,2023,7.4,1278.0,Action
Unsolved Mysteries,tv,2020,7.3,13752.0,Crime
If My Wife Becomes an Elementary School Student.,tv,2022,8.2,313.0,Drama
TRILLION GAME,tv,2024,7.3,264.0,Adventure
Sound! Euphonium,tv,2015,8.0,1843.0,Animation
Football Parents,tv,2025,6.1,770.0,Comedy
Kinnikuman: Perfect Origin Arc,tv,2024,6.4,123.0,Action
Yellowstone,tv,2018,8.6,278367.0,Drama
The Rookie,tv,2018,8.0,100958.0,Action
Castaway Diva,tv,2023,7.9,4025.0,Comedy
Dragon Ball Z Kai,tv,2009,8.3,26797.0,Action
My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World!,tv,2022,6.2,1211.0,Animation
The Aristocrat's Otherworldly Adventure: Serving Gods Who Go Too Far,tv,2023,6.8,1731.0,Action
Jujutsu Kaisen,tv,2020,8.5,156456.0,Action
Wrong Side of the Tracks,tv,2021,7.1,7184.0,Action
MAYONAKA PUNCH,tv,2024,6.7,205.0,Animation
TsumaSho: If My Wife Becomes an Elementary School Student.,tv,2024,7.2,250.0,Animation
Let This Grieving Soul Retire!,tv,2024,6.4,644.0,Action
Jurassic World Camp Cretaceous,tv,2020,7.5,12447.0,Action
Inspector Joy,tv,2021,7.2,1080.0,Comedy
Beyblade X,tv,2023,6.5,325.0,Action
Dinner Time Live with David Chang,tv,2024,7.5,346.0,Reality-TV
Charlotte,tv,2015,7.5,9836.0,Animation
Becoming Champions,tv,2018,6.5,533.0,Documentary
Sengoku Youko,tv,2024,6.4,265.0,Adventure
Heartstopper,tv,2022,8.5,87445.0,Drama
Fairies Albums,tv,2020,7.3,106.0,Action
Remarriage & Desires,tv,2022,7.3,2557.0,Drama
Forever,tv,2025,7.8,3074.0,Drama
Iron Reign,tv,2024,6.4,2301.0,Drama
Brewing Love,tv,2024,7.0,1088.0,Comedy
Rurouni Kenshin,tv,2023,7.9,2567.0,Action
The Job Lot,tv,2013,7.1,2643.0,Comedy
Fabulous Lives of Bollywood Wives,tv,2020,4.1,10579.0,Documentary
The Secret of the River,tv,2024,8.2,2031.0,Drama
Interview with the Vampire,tv,2022,7.5,32602.0,Drama
Dungeon People,tv,2024,6.7,227.0,Adventure
The Empress,tv,2022,7.8,19680.0,Drama
Comedy Royale,tv,2023,6.2,65.0,Comedy
Re: Zero - Starting Life in Another World,tv,2016,8.1,34232.0,Adventure
Mission: Yozakura Family,tv,2024,6.7,669.0,Action
Gyeongseong Creature,tv,2023,7.4,15066.0,Action
Hwarang: The Poet Warrior Youth,tv,2016,8.0,6887.0,Action
Sullivan's Crossing,tv,2023,7.2,3758.0,Drama
Chillin' in Another World with Level 2 Super Cheat Powers,tv,2024,6.7,1915.0,Adventure
YAIBA: Samurai Legend,tv,2025,6.8,273.0,Action
Riverdale,tv,2017,6.5,161017.0,Crime
Twirlywoos,tv,2015,7.3,214.0,Animation
The Blue Wolves of Mibu,tv,2024,6.6,177.0,Action
Girls Band Cry,tv,2024,7.7,558.0,Animation
Comedians in Cars Getting Coffee,tv,2012,8.0,13932.0,Comedy
Starting 5,tv,2024,7.2,1955.0,Documentary
The On1y One,tv,2024,8.7,7944.0,Drama
Bad Genius,tv,2020,7.7,781.0,Crime
The Secret of Us,tv,2024,8.3,2271.0,Drama
Better Call Saul,tv,2015,9.0,738012.0,Crime
Okupas,tv,2000,8.9,3565.0,Crime
Bitten,tv,2014,6.9,19853.0,Drama
Pokémon,tv,1997,7.6,51537.0,Action
El Príncipe,tv,2014,7.3,1366.0,Action
Rick and Morty,tv,2013,9.1,654482.0,Adventure
Magi: The Labyrinth of Magic,tv,2012,7.8,5260.0,Action
Derek,tv,2012,8.1,36803.0,Comedy
Marco Polo,tv,2014,7.9,82070.0,Action
Gotham,tv,2014,7.8,247497.0,Action
KILL la KILL,tv,2013,7.8,18301.0,Action
The Flash,tv,2014,7.5,377592.0,Action
Ace of Diamond,tv,2013,8.1,1541.0,Animation
"No Game, No Life",tv,2014,7.6,20466.0,Adventure
Ping Pong the Animation,tv,2014,8.6,5501.0,Animation
Doctor Stranger,tv,2014,7.5,3971.0,Action
My Love from Another Star,tv,2013,8.2,18195.0,Comedy
Married at First Sight,tv,2014,6.2,2794.0,Reality-TV
Boss & Me,tv,2014,7.2,831.0,Comedy
How to Get Away with Murder,tv,2014,8.1,173929.0,Crime
Gomorrah,tv,2014,8.6,47659.0,Crime
Yakari,tv,2005,6.8,580.0,Adventure
Running Wild with Bear Grylls,tv,2014,7.5,3088.0,Action
The Empress Ki,tv,2013,8.4,4207.0,Action
Bee and PuppyCat,tv,2013,8.1,4285.0,Action
Steven Universe,tv,2013,8.1,43415.0,Action
Fated to Love You,tv,2014,7.9,3472.0,Comedy
Robocar Poli,tv,2011,5.9,221.0,Adventure
Akame ga Kill!,tv,2014,7.8,34188.0,Action
Aquarius,tv,2015,7.0,13825.0,Biography
Tokyo Ghoul,tv,2014,7.7,73871.0,Action
Monthly Girls' Nozaki-kun,tv,2014,7.5,4500.0,Animation
Terra Formars,tv,2014,6.4,1417.0,Action
Fate/stay night [Unlimited Blade Works],tv,2014,8.0,9873.0,Action
Terror in Resonance,tv,2014,7.8,15648.0,Animation
Cilla,tv,2014,7.9,1620.0,Biography
Yowamushi Pedal,tv,2013,7.6,1111.0,Animation
Parasyte: The Maxim,tv,2014,8.2,56353.0,Action
Secret Door,tv,2014,7.0,156.0,Drama
Hozuki's Coolheadedness,tv,2014,7.2,336.0,Animation
19-2,tv,2014,8.1,3444.0,Crime
The Missing,tv,2014,8.1,31649.0,Crime
Breathless,tv,2013,6.8,1555.0,Drama
Vanderpump Rules,tv,2013,6.2,4659.0,Reality-TV
Drifters,tv,2013,7.1,2052.0,Comedy
Birth of a Beauty,tv,2014,6.9,1352.0,Comedy
Pinocchio,tv,2014,8.1,9973.0,Comedy
World Trigger,tv,2014,7.4,1358.0,Action
Schitt's Creek,tv,2015,8.5,162310.0,Comedy
Your Lie in April,tv,2014,8.5,44461.0,Animation
Sense8,tv,2015,8.2,167909.0,Drama
Healer,tv,2014,8.4,12684.0,Action
Unbreakable Kimmy Schmidt,tv,2015,7.5,81534.0,Comedy
Maya the Bee,tv,2012,5.7,455.0,Adventure
All Hail King Julien,tv,2014,7.1,2685.0,Action
Hellsing Ultimate,tv,2006,8.2,29165.0,Action
Ever After High,tv,2013,7.8,2064.0,Adventure
Alaskan Bush People,tv,2014,6.1,2910.0,Reality-TV
Punch,tv,2014,7.2,128.0,Drama
Detectorists,tv,2014,8.6,24122.0,Comedy
Barbie: Life in the Dreamhouse,tv,2012,7.6,3369.0,Animation
Henry Danger,tv,2014,6.2,9050.0,Action
"Nicky, Ricky, Dicky & Dawn",tv,2014,5.5,3961.0,Comedy
Good Witch,tv,2015,7.3,13298.0,Comedy
When Calls the Heart,tv,2014,7.9,16012.0,Drama
The Adventures of Puss in Boots,tv,2015,6.5,2753.0,Action
"Hyde, Jekyll, Me",tv,2015,7.0,1619.0,Comedy
Death Parade,tv,2015,7.8,22746.0,Animation
Catastrophe,tv,2015,8.2,24957.0,Comedy
Vorstadtweiber,tv,2015,7.5,696.0,Comedy
Wet Hot American Summer: First Day of Camp,tv,2015,7.3,25737.0,Comedy
Bloodline,tv,2015,7.8,61613.0,Drama
The Empress of China,tv,2014,6.6,482.0,Biography
Desi Rascals,tv,2015,5.6,89.0,Documentary
GTO: Great Teacher Onizuka,tv,1998,8.4,3958.0,Action
Gegege no Kitarô,tv,2007,6.9,32.0,Adventure
Ghost in the Shell Arise: Alternative Architecture,tv,2015,7.3,976.0,Action
Blood,tv,2015,6.5,1221.0,Drama
Poldark,tv,2015,8.3,37976.0,Drama
The Seven Deadly Sins,tv,2014,7.7,42344.0,Action
Shahs of Sunset,tv,2012,4.9,1766.0,Reality-TV
Younger,tv,2015,7.8,29199.0,Comedy
Crno-bijeli svijet,tv,2015,8.7,2234.0,Comedy
My Sunshine,tv,2015,6.6,341.0,Romance
Rabbids Invasion,tv,2013,5.4,2424.0,Animation
SamSam,tv,2007,7.5,82.0,Animation
Sonic Boom,tv,2014,6.9,7769.0,Action
Ash vs Evil Dead,tv,2015,8.4,82953.0,Action
Fear the Walking Dead,tv,2015,6.8,150505.0,Drama
The Girl Who Sees Smells,tv,2015,7.1,1675.0,Comedy
Botched,tv,2014,6.8,1842.0,Reality-TV
Grace and Frankie,tv,2015,8.2,59789.0,Comedy
Blood Blockade Battlefront,tv,2015,7.2,2973.0,Action
UnREAL,tv,2015,7.7,16652.0,Drama
Chef's Table,tv,2015,8.5,17524.0,Biography
The Next Step,tv,2013,6.3,2453.0,Drama
Tiny House Nation,tv,2014,7.1,1374.0,Reality-TV
Between,tv,2015,6.0,10620.0,Drama
Blood Sweat and Heels,tv,2014,6.3,68.0,Documentary
Vis a vis,tv,2015,8.1,27995.0,Drama
ThirTEEN Terrors,tv,2014,6.8,357.0,Horror
Heidi,tv,2015,7.1,343.0,Adventure
Black Work,tv,2015,6.7,2515.0,Crime
Unforgotten,tv,2015,8.4,34738.0,Crime
Who Are You: School 2015,tv,2015,7.6,3141.0,Drama
The Undertaker,tv,2013,7.3,686.0,Crime
Ore Monogatari!!,tv,2015,7.7,2617.0,Animation
Saving My Stupid Youth,tv,2014,7.3,670.0,Comedy
Lego City,tv,2011,6.1,98.0,Animation
Richie Rich,tv,2015,3.3,1528.0,Comedy
DC's Legends of Tomorrow,tv,2016,6.7,112673.0,Action
THE Producers,tv,2015,7.3,1992.0,Comedy
Superstore,tv,2015,7.9,77598.0,Comedy
Altes Geld,tv,2015,7.2,646.0,Comedy
Ballers,tv,2015,7.7,78278.0,Comedy
Dragon Ball Super,tv,2015,8.3,41452.0,Action
Bella and the Bulldogs,tv,2015,5.3,2772.0,Comedy
Kamisama Kiss,tv,2012,8.1,6118.0,Animation
Acquitted,tv,2015,7.4,5037.0,Crime
Some Assembly Required,tv,2014,4.7,1250.0,Comedy
Mask,tv,2015,7.5,521.0,Drama
Billions,tv,2016,8.3,114579.0,Drama
High Society,tv,2015,6.7,703.0,Drama
Bunk'd,tv,2015,5.5,4665.0,Comedy
Forged in Fire,tv,2015,8.2,4803.0,Game-Show
Sluzby specjalne,tv,2015,6.7,211.0,Crime
The Time We Were Not in Love,tv,2015,7.1,490.0,Comedy
Los misterios de Laura,tv,2009,7.5,731.0,Comedy
Ushio & Tora,tv,2015,7.6,1185.0,Action
Snow White with the Red Hair,tv,2015,7.6,4303.0,Animation
Lucifer,tv,2016,8.0,376812.0,Crime
Glitch,tv,2015,7.2,22314.0,Drama
Endless Love,tv,2014,7.4,59.0,Action
Shadowhunters,tv,2016,6.5,74198.0,Action
The First Republic,tv,2014,6.6,164.0,Drama
Yong Pal,tv,2015,7.4,1139.0,Drama
Club de Cuervos,tv,2015,8.2,6610.0,Comedy
The Last Kingdom,tv,2015,8.5,178856.0,Action
Dinotrux,tv,2015,6.7,616.0,Action
Narcos,tv,2015,8.7,503280.0,Biography
Bibi Blocksberg,tv,1994,6.0,300.0,Animation
Taskmaster,tv,2015,9.0,25078.0,Comedy
Project Mc²,tv,2015,6.2,1518.0,Family
The Time in Between,tv,2013,8.2,4911.0,Adventure
Mrs. Cop,tv,2015,7.6,136.0,Action
F Is for Family,tv,2015,8.0,43068.0,Animation
Documentary Now!,tv,2015,8.1,8375.0,Comedy
Young Doctors,tv,2015,5.6,197.0,Drama
Fuller House,tv,2016,6.7,30472.0,Comedy
One Warm Word,tv,2013,7.0,83.0,Drama
Utopia,tv,2014,8.3,3342.0,Comedy
Alone,tv,2015,8.4,8434.0,Documentary
Lady of Steel,tv,2014,6.6,533.0,Crime
She Was Pretty,tv,2015,7.6,7152.0,Comedy
Trotro,tv,2004,6.3,170.0,Animation
On the Wings of Love,tv,2015,6.8,373.0,Comedy
Peter Rabbit,tv,2012,5.7,706.0,Adventure
One Punch Man,tv,2015,8.7,203208.0,Action
Six Flying Dragons,tv,2015,8.7,1384.0,Action
Prokurator,tv,2015,6.7,302.0,Crime
Reply 1988,tv,2015,9.0,16065.0,Comedy
Modus,tv,2015,6.7,5217.0,Crime
Border: Keishichô Sôsa Ikka Satsujinhan Sôsa Dai 4-gakkari,tv,2014,7.5,429.0,Drama
Parents mode d'emploi,tv,2013,6.2,60.0,Comedy
Danger Mouse,tv,2015,7.1,800.0,Action
W/Bob and David,tv,2015,7.3,4766.0,Comedy
Cúmplices de um Resgate,tv,2015,6.1,199.0,Adventure
Call My Agent!,tv,2015,8.3,17830.0,Comedy
Overlord,tv,2015,7.6,16920.0,Action
Nirvana in Fire,tv,2015,8.9,3311.0,Action
Preacher,tv,2016,7.9,85166.0,Adventure
Master of None,tv,2015,8.2,77698.0,Comedy
Ugly Alert,tv,2013,8.5,95.0,Drama
Oh My Venus,tv,2015,7.7,7509.0,Comedy
Mobile Suit Gundam: Iron-Blooded Orphans,tv,2015,7.9,2464.0,Action
Wakfu,tv,2007,8.1,2337.0,Action
Making a Murderer,tv,2015,8.5,106130.0,Crime
Servant of the People,tv,2015,7.3,4787.0,Comedy
Shirobako,tv,2014,7.9,1229.0,Animation
Capital,tv,2015,6.7,2023.0,Drama
American Crime Story,tv,2016,8.4,101020.0,Biography
Frontier,tv,2016,7.1,25585.0,Adventure
Série Noire,tv,2014,8.5,1180.0,Comedy
Witches Girl,tv,2013,5.1,462.0,Action
Alvinnn!!! And the Chipmunks,tv,2015,4.6,1873.0,Animation
The New Adventures of Lassie,tv,2014,6.4,112.0,Adventure
Dr. Storks,tv,2015,7.5,297.0,Drama
Tierra de lobos,tv,2010,7.1,478.0,Action
Bedrag,tv,2016,7.6,5097.0,Crime
Dawn of the Croods,tv,2015,5.8,984.0,Adventure
Real Rob,tv,2015,6.3,3275.0,Comedy
Signal,tv,2016,8.5,10778.0,Crime
Trapped,tv,2015,8.0,26070.0,Crime
We're Lalaloopsy,tv,2017,6.8,57.0,Animation
Pesadilla en la cocina,tv,2012,6.8,157.0,Reality-TV
Descendants of the Sun,tv,2016,8.2,25930.0,Action
Degrassi: Next Class,tv,2016,6.8,3913.0,Drama
Rebellion,tv,2016,7.1,4830.0,Drama
Crashing,tv,2016,7.6,27944.0,Comedy
Inkigayo,tv,1991,8.1,22.0,Music
Ajin,tv,2016,7.5,7536.0,Action
A Series of Unfortunate Events,tv,2017,7.7,69723.0,Adventure
Flaked,tv,2016,7.2,12867.0,Comedy
Miraculous: Tales of Ladybug & Cat Noir,tv,2015,7.5,17836.0,Action
The Get Down,tv,2016,8.2,24178.0,Drama
"Please Come Back, Mister",tv,2016,7.2,760.0,Comedy
PJ Masks,tv,2015,5.3,1779.0,Action
Chelsea Does,tv,2016,7.4,2621.0,Documentary
Marseille,tv,2016,6.8,5781.0,Drama
The Ranch,tv,2016,7.5,44263.0,Comedy
The Crown,tv,2016,8.6,271050.0,Biography
Atlanta,tv,2016,8.6,94626.0,Comedy
Night and Day,tv,2016,7.5,734.0,Thriller
Cooked,tv,2016,8.0,3220.0,Documentary
I Know Who You Are,tv,2017,7.4,1895.0,Mystery
Kördügüm,tv,2016,6.5,1719.0,Drama
Underwear,tv,2015,7.2,1066.0,Comedy
American Ninja Warrior: Ninja vs Ninja,tv,2016,7.9,137.0,Action
